timestamp,latitude,longitude,temperature,humidity,precipitation,rain,wind_speed,weather_code,pm25,pm10,no2,o3,traffic_speed,complaints,outage_count,affected_customers,outage_duration_min
2026-09-09 14:00:00,26.889278,75.83149,32.3,51,0.0,0.0,9.0,0,49.75247390879065,77.53546568983455,37.768706143078646,26.69894066898731,48.75093487204944,11,1,69,42.496064301681656
2026-09-09 15:00:00,26.889278,75.83149,32.2,52,0.0,0.0,9.4,0,34.25777552984788,64.29053882837225,19.46180579941249,34.19280579472211,55.30452525364008,14,0,0,42.98892664055826
2026-09-09 16:00:00,26.889278,75.83149,31.8,53,0.0,0.0,9.6,0,53.67593335598256,81.66679315664591,26.042017200230816,51.62885456674008,41.26680633886911,11,1,24,18.683285971073573
2026-09-09 17:00:00,26.889278,75.83149,31.4,55,0.0,0.0,8.3,0,74.72146091961282,139.77520764303708,19.672040563093752,30.974325365639853,46.36276606738884,10,0,0,48.942237610171546
2026-09-09 18:00:00,26.889278,75.83149,29.7,62,0.0,0.0,7.2,0,50.91847194849862,89.12792067888125,18.959244729086148,20.32697490196168,47.40970340381613,13,1,29,8.5569960669344
2026-09-09 19:00:00,26.889278,75.83149,28.9,63,0.0,0.0,9.4,0,40.50875991688796,64.42160062552618,29.48828776410552,50.97185163068947,48.40073069041246,13,0,0,52.16202803924627
2026-09-09 20:00:00,26.889278,75.83149,28.5,65,0.0,0.0,9.6,0,53.90735537792277,87.03542608392354,29.88023768730968,36.90336667349764,52.16033237970442,12,3,63,15.209781662938916
2026-09-09 21:00:00,26.889278,75.83149,28.0,67,0.0,0.0,8.8,0,65.24709179801185,99.29145979090676,16.627214910173898,27.892696873931584,49.119369085576,7,0,0,31.606321714869857
2026-09-09 22:00:00,26.889278,75.83149,27.3,71,0.0,0.0,8.5,0,57.31861738780459,110.11506896016792,47.389676580837815,26.53460663598745,54.797617830591776,12,1,59,50.9685301704005
2026-09-09 23:00:00,26.889278,75.83149,27.1,73,0.0,0.0,9.6,0,54.96801140244193,98.86005861730575,42.01441656822684,43.93613935058036,39.328175165508696,10,0,0,36.79408503330604
2026-09-10 00:00:00,26.889278,75.83149,26.8,74,0.0,0.0,10.1,0,38.08933289910867,71.137702175944,21.573745220398592,26.684392341970337,41.6951865677264,16,1,84,47.25047776570355
2026-09-10 01:00:00,26.889278,75.83149,26.6,74,0.0,0.0,10.3,0,61.01218890946511,107.95639779728933,32.600036579666266,20.99249205248673,50.7380156444859,4,1,82,44.279929395648985
2026-09-10 02:00:00,26.889278,75.83149,26.2,75,0.0,0.0,11.0,0,60.828773041404375,93.06756923130057,30.43470701102802,44.55751727464776,41.90298670395924,16,1,92,54.294029201069016
2026-09-10 03:00:00,26.889278,75.83149,25.9,76,0.0,0.0,11.1,0,71.09519446860702,131.9053471668744,23.8036912235188,40.50707515375382,41.08096977145652,17,1,36,50.93314776370568
2026-09-10 04:00:00,26.889278,75.83149,25.5,77,0.0,0.0,10.7,0,72.86863928345144,141.69796795116062,18.26644865916746,44.24760201242856,44.68156403925724,16,0,0,28.193835371953373
2026-09-10 05:00:00,26.889278,75.83149,25.9,76,0.0,0.0,11.8,2,63.262995761212586,103.25503680737748,29.188124560090323,32.68489298869797,47.465749118392026,11,5,470,44.494124506901976
2026-09-10 06:00:00,26.889278,75.83149,25.6,76,0.0,0.0,11.0,2,35.29099742576663,59.81872224486759,27.56720359884447,42.21865502566303,41.516260416699005,15,0,0,12.101722074533804
2026-09-10 07:00:00,26.889278,75.83149,26.5,73,0.0,0.0,10.8,0,37.77527797341677,75.3884921564904,39.12206972734042,28.391292786493388,49.15209120855531,13,0,0,34.131426389933225
2026-09-10 08:00:00,26.889278,75.83149,27.9,68,0.0,0.0,12.5,0,41.82425853950728,75.64571694798973,30.41205269462589,34.56011785938924,54.7130201947306,11,0,0,47.277271019578095
2026-09-10 09:00:00,26.889278,75.83149,29.3,62,0.0,0.0,13.6,0,58.53909949339141,91.62730071730148,20.610534406537205,40.11153914540538,32.50853525392417,11,0,0,37.00771481369
2026-09-10 10:00:00,26.889278,75.83149,30.8,57,0.0,0.0,12.5,2,45.553046775333314,72.28746676953077,23.330279393137843,40.86609502260871,28.99276350479228,12,1,68,41.699595972756285
2026-09-10 11:00:00,26.889278,75.83149,32.5,49,0.0,0.0,10.2,3,70.71445193291635,115.1804235460837,28.90338006056484,49.70845717891406,50.27066819728417,18,1,88,31.80091436051313
2026-09-10 12:00:00,26.889278,75.83149,33.4,44,0.0,0.0,7.2,3,57.92626312890492,113.76208682121352,37.20584728515184,46.66855205062501,39.425707546532806,13,0,0,51.93604156302714
2026-09-10 13:00:00,26.889278,75.83149,33.7,42,0.0,0.0,5.5,1,59.37720874840677,113.07201218657252,19.307425300473582,29.627067976103834,55.194370988326426,19,1,79,33.79376339436511
2026-09-10 14:00:00,26.889278,75.83149,33.5,42,0.1,0.1,5.9,51,63.2060972565819,95.33975631956127,31.260901645654865,33.32872051761227,64.58593734233956,16,1,69,29.0182472639392
2026-09-10 15:00:00,26.889278,75.83149,33.1,43,0.2,0.2,5.4,51,57.48297481713486,102.38107765677697,40.05555809981612,46.4336688909406,43.007710427777,11,2,194,50.297761188535816
2026-09-10 16:00:00,26.889278,75.83149,32.9,44,0.0,0.0,6.3,1,38.07319589776859,60.91890393006213,17.029556076981777,52.31757133862133,42.31474749251887,10,0,0,13.922601164533102
2026-09-10 17:00:00,26.889278,75.83149,33.1,43,0.0,0.0,8.3,1,84.42315015896489,137.1799013983874,41.03179276289129,44.65900488941293,44.951310299948176,14,3,84,42.515500152760175
2026-09-10 18:00:00,26.889278,75.83149,31.4,50,0.0,0.0,5.2,0,72.55586686794167,127.95826463466057,24.579765209510423,35.68134269209968,46.97094349063876,10,0,0,19.36272688659292
2026-09-10 19:00:00,26.889278,75.83149,30.3,55,0.0,0.0,5.2,0,73.27754405584895,116.97867133161826,28.756104103163736,42.27928456025676,44.682354529915095,21,0,0,54.16890243857248
2026-09-10 20:00:00,26.889278,75.83149,29.3,59,0.0,0.0,4.7,0,46.030208403933926,84.84275822365618,24.772539120386863,51.613181279620925,38.67344347033895,30,0,0,31.084591201298068
2026-09-10 21:00:00,26.889278,75.83149,28.4,64,0.0,0.0,3.9,3,32.830026690966726,49.86863897529802,32.33058413488427,53.68589432996629,47.89988750129676,10,2,40,37.02477081229533
2026-09-10 22:00:00,26.889278,75.83149,27.9,65,0.0,0.0,5.0,3,36.92038345335504,55.968187012732045,33.4443574240014,34.345936702883456,30.866130906046298,14,0,0,41.18855594966184
2026-09-10 23:00:00,26.889278,75.83149,28.4,63,0.0,0.0,8.2,3,42.35844143235106,69.66480192143443,33.71880017553261,30.325606752875203,47.75337484871263,20,0,0,6.05473105528764
2026-09-11 00:00:00,26.889278,75.83149,27.9,63,0.0,0.0,9.9,3,65.58567359402011,101.4069943573766,52.71572648993195,40.626528050722655,45.70344922565361,13,0,0,25.241227376647146
2026-09-11 01:00:00,26.889278,75.83149,27.4,63,0.0,0.0,10.0,2,65.80383292969603,126.82590754290668,8.561823552277097,33.96800135766836,54.15769042385591,12,3,237,50.65318863929831
2026-09-11 02:00:00,26.889278,75.83149,26.8,64,0.0,0.0,10.9,3,72.5007149739072,136.6296179638095,25.099149929771915,40.097639604316015,46.143446493109046,15,0,0,48.01647536256333
2026-09-11 03:00:00,26.889278,75.83149,26.6,66,0.0,0.0,12.2,3,80.70939947163524,143.66564252141472,18.324956769328303,31.249861910920984,48.39756338106292,14,2,182,39.245483080928246
2026-09-11 04:00:00,26.889278,75.83149,26.2,68,0.0,0.0,12.1,3,61.25089130369674,114.3709747889408,27.57973064939834,43.35244402449883,38.37555695566858,8,2,60,14.758046428617147
2026-09-11 05:00:00,26.889278,75.83149,26.4,68,0.0,0.0,12.5,3,59.25474189833284,89.17269600729983,23.45193855752288,45.26868237615421,46.22133584685406,13,1,33,43.78255191287869
2026-09-11 06:00:00,26.889278,75.83149,26.1,71,0.0,0.0,11.4,3,50.64397201310459,82.02720577158628,27.201815975552027,54.871855737502685,50.43895118153909,18,0,0,45.70099385308168
2026-09-11 07:00:00,26.889278,75.83149,27.0,69,0.0,0.0,11.2,3,50.96244766210324,89.65341156871933,29.15189322196232,52.79701283802631,52.14713485681665,9,0,0,35.70525819685618
2026-09-11 08:00:00,26.889278,75.83149,28.7,66,0.0,0.0,9.5,3,41.106595496032526,78.19384242576261,24.464949732048293,42.38942128717513,45.8310431914247,16,1,54,53.347564258871856
2026-09-11 09:00:00,26.889278,75.83149,30.4,60,0.0,0.0,10.3,2,61.12960152136783,109.74967780522934,37.16464289472705,31.227755412829552,56.0977602504078,15,2,112,24.74852314804816
2026-09-11 10:00:00,26.889278,75.83149,31.9,53,0.0,0.0,11.4,1,58.81805247944728,97.96812876584416,17.14165739518925,48.67967943078002,53.92835470689111,17,1,24,27.352136337500376
2026-09-11 11:00:00,26.889278,75.83149,33.3,43,0.0,0.0,14.6,1,50.13762057938212,81.47929677655031,25.04709327940313,33.62105594953699,40.43585224801778,10,0,0,5.0
2026-09-11 12:00:00,26.889278,75.83149,33.8,40,0.0,0.0,14.8,1,45.27297378338229,87.36517077135767,29.69101186532066,25.802137420940426,27.726187628545592,11,0,0,48.79741265221495
2026-09-11 13:00:00,26.889278,75.83149,34.0,40,0.0,0.0,13.4,1,60.48341714023272,107.55374346893444,40.89913384574439,36.996916766926745,37.317073452254455,13,0,0,39.707929452052014
2026-09-11 14:00:00,26.889278,75.83149,34.1,41,0.0,0.0,13.3,1,70.67392077760302,136.17705640591657,18.328234276869324,26.43903067765991,45.47842944829707,6,0,0,9.772695123001563
2026-09-11 15:00:00,26.889278,75.83149,33.6,42,0.1,0.1,14.8,51,55.1779774354923,85.61833548729804,19.216053452724687,58.37934606403303,45.61524445118313,13,4,244,9.621015000087793
2026-09-11 16:00:00,26.889278,75.83149,32.5,47,0.1,0.1,14.0,51,57.605228527900586,109.52999699779204,33.91502472303207,50.38726260842612,42.445423674202594,16,0,0,22.91054058943484
2026-09-11 17:00:00,26.889278,75.83149,31.4,52,0.0,0.0,14.6,3,48.42200273435572,74.31683844644033,30.21384856524512,52.97153339933968,42.05939473044266,9,3,177,46.9048691297053
2026-09-11 18:00:00,26.889278,75.83149,28.6,66,0.0,0.0,14.9,3,52.01768980083702,87.14957790736084,17.633234051844227,34.90638299928062,49.54452097403861,15,0,0,30.49459267867057
2026-09-11 19:00:00,26.889278,75.83149,27.4,72,0.0,0.0,11.3,3,51.20197325352557,87.07007707048564,39.19027760277866,37.880847728389774,40.88250380906288,16,0,0,22.928196250095127
2026-09-11 20:00:00,26.889278,75.83149,26.9,75,0.0,0.0,7.6,3,51.579056274980296,79.03662571994845,31.74293012250737,41.093123218081296,30.10848723759723,12,0,0,19.90826160374756
2026-09-11 21:00:00,26.889278,75.83149,26.4,78,0.0,0.0,8.6,3,47.83306265269012,93.97532471643228,26.87123726248342,34.902764294359194,42.82758220677267,10,1,51,19.2363206325772
2026-09-11 22:00:00,26.889278,75.83149,26.0,84,0.0,0.0,9.4,3,59.75660053785583,102.04819333328848,26.856675948756465,39.291493292971815,52.12637572679174,14,1,70,5.994825483386595
2026-09-11 23:00:00,26.889278,75.83149,26.2,87,0.0,0.0,11.3,3,70.59675153501782,108.1780532387393,30.468789523527164,43.21898975173035,39.04401141513864,16,1,57,16.889062525304382
2026-09-12 00:00:00,26.889278,75.83149,25.8,91,0.0,0.0,10.7,3,43.63389379146852,80.52419301683486,26.61826638453105,31.88698985215558,49.47764635894717,12,0,0,18.94132880484249
2026-09-12 01:00:00,26.889278,75.83149,25.5,93,0.0,0.0,10.3,3,71.79048080515506,119.69946811884245,32.36222396703854,38.4554917191306,49.02673700972571,12,0,0,45.2393485468572
2026-09-12 02:00:00,26.889278,75.83149,25.4,93,0.0,0.0,9.2,3,50.1639706868281,90.27941875031937,32.412001618578216,51.63442799319196,44.88599381143467,7,0,0,32.514154202800775
2026-09-12 03:00:00,26.889278,75.83149,25.3,93,0.1,0.1,9.6,51,49.79493460157329,91.2871738725649,20.595886642277048,40.607265486466254,47.36168290198908,13,1,44,23.616227354738086
2026-09-12 04:00:00,26.889278,75.83149,25.2,94,0.1,0.1,8.6,51,28.32240930761846,56.23154224177699,16.748618695322925,21.395546924628835,38.077320963533225,13,1,36,70.64584133109281
2026-09-12 05:00:00,26.889278,75.83149,25.2,95,0.0,0.0,9.5,2,25.94229156622344,46.37785418126349,42.854463567792216,29.795042562559075,45.422040039732266,10,0,0,25.04154629680001
2026-09-12 06:00:00,26.889278,75.83149,25.0,97,0.6,0.6,8.3,53,59.026036502742414,107.50545530820315,25.277477011295872,32.13126706403163,52.50172779512727,16,3,291,58.50654371575454
2026-09-12 07:00:00,26.889278,75.83149,25.5,94,0.3,0.3,11.8,51,39.50699906576597,78.2228583464065,43.94721399780724,34.494273667405395,42.96729500431,19,1,72,62.316628366815735
2026-09-12 08:00:00,26.889278,75.83149,26.2,90,0.2,0.2,12.2,51,63.06369983225452,104.78945756712346,30.94938957851032,41.02882788007548,36.2836481126831,13,0,0,13.450594935139854
2026-09-12 09:00:00,26.889278,75.83149,27.7,84,0.2,0.2,13.2,51,54.00751049916306,89.98692430121916,7.685471015742742,30.157558954216924,54.246385658620845,10,0,0,38.10944446110352
2026-09-12 10:00:00,26.889278,75.83149,29.0,76,0.1,0.1,16.0,51,57.20567773302695,106.1605978518199,32.00144535523977,54.68491393508367,34.97004246472183,10,1,70,28.23699523637664
2026-09-12 11:00:00,26.889278,75.83149,30.9,65,0.4,0.4,14.1,51,67.79965718035074,123.53539503454223,22.550680809108883,37.00633891163751,54.56485148219533,11,0,0,30.016134051609964
2026-09-12 12:00:00,26.889278,75.83149,30.4,67,0.3,0.3,15.7,51,51.73173906272197,86.10626556379545,11.213528322232502,44.07195156160084,44.16629737096721,10,0,0,46.33065225210362
2026-09-12 13:00:00,26.889278,75.83149,31.2,63,0.1,0.1,16.0,51,15.006684477190628,29.52115995947221,29.60454527218216,30.43063882152815,48.826466903629765,7,1,86,26.656942553650744
2026-09-12 14:00:00,26.889278,75.83149,30.9,61,0.3,0.3,18.2,51,31.736495420374688,63.11873304480217,20.475456315581983,18.48981734143836,45.9770286085901,16,0,0,30.56046430510294
2026-09-12 15:00:00,26.889278,75.83149,30.7,63,0.1,0.1,15.8,51,65.87158447233207,131.56579727529683,27.89853645764364,43.89837417273096,44.64257156142649,15,2,140,33.4782765656206
2026-09-12 16:00:00,26.889278,75.83149,30.5,63,0.2,0.2,15.9,51,77.36016330887367,143.00014152353123,39.051000249622206,47.18359530851803,51.54900843867343,15,2,182,31.39901097435146
2026-09-12 17:00:00,26.889278,75.83149,29.8,70,0.0,0.0,13.5,2,53.84858714501263,103.14139499718284,36.06270715244175,49.11838682105781,44.46037304548421,1,1,61,17.396446894818123
2026-09-12 18:00:00,26.889278,75.83149,28.6,77,0.0,0.0,10.6,1,46.57361204611036,90.83356811964934,30.047740402594105,38.17419318510219,39.2781891423515,8,2,166,46.93859757271211
2026-09-12 19:00:00,26.889278,75.83149,28.1,80,0.0,0.0,9.3,1,38.29341658751199,68.9205552607033,30.26980325553944,41.10361360894309,45.313872088506194,15,0,0,50.727964077614
2026-09-12 20:00:00,26.889278,75.83149,27.8,82,0.0,0.0,9.3,0,61.55264707339615,120.1854920653881,30.28099468590497,30.94419518790563,32.78619082589409,13,1,48,40.15427884302826
2026-09-12 21:00:00,26.889278,75.83149,27.5,83,0.0,0.0,9.3,0,33.42535610761309,59.34879322992135,24.07606463326257,23.33623472464513,43.99797868874892,8,0,0,29.35171023466601
2026-09-12 22:00:00,26.889278,75.83149,27.3,83,0.0,0.0,10.9,0,40.05026683541349,66.57890548346232,21.203883084778447,40.00533196413006,32.598374973333954,9,0,0,24.42183895505328
2026-09-12 23:00:00,26.889278,75.83149,27.7,77,0.0,0.0,12.6,0,56.63119640981165,99.6575473974471,25.73700096005945,44.29710023251107,45.16975462880525,14,2,110,24.445699056103308
2026-09-13 00:00:00,26.889278,75.83149,27.1,79,0.0,0.0,10.7,0,56.22321229928989,88.86377778161959,30.56824938428148,43.97554502619528,50.10623839640906,11,1,48,70.36064547549063
2026-09-13 01:00:00,26.889278,75.83149,26.6,81,0.0,0.0,9.2,0,51.89422841062732,103.06697836775392,22.787927002264738,47.83245518367912,49.52464375604696,9,1,57,49.06757452349966
2026-09-13 02:00:00,26.889278,75.83149,26.3,83,0.0,0.0,9.4,0,67.76064638966407,107.10049607952804,27.31249342590506,49.089335387314506,44.041708743887554,13,1,76,22.398348821249925
2026-09-13 03:00:00,26.889278,75.83149,26.1,84,0.0,0.0,10.0,2,40.079069820241855,66.79028732728361,29.42070878400914,47.31964466379505,26.144041174564627,14,1,46,37.47046741155711
2026-09-13 04:00:00,26.889278,75.83149,26.0,85,0.0,0.0,10.6,1,40.71005238377722,63.61073155915753,21.600615803859466,46.96305246503106,41.71593433755332,13,0,0,29.561974623509563
2026-09-13 05:00:00,26.889278,75.83149,26.4,85,0.0,0.0,11.7,1,49.979700877189146,95.69394064527336,37.84310273010019,41.924384786092425,53.99144862484605,10,0,0,43.75700564234436
2026-09-13 06:00:00,26.889278,75.83149,26.2,87,0.0,0.0,11.9,0,55.78169566494828,104.41482782695776,39.74360174556903,33.76150613743211,40.72143421512044,10,2,174,43.152486541840126
2026-09-13 07:00:00,26.889278,75.83149,26.9,83,0.0,0.0,11.8,0,50.94680824814378,97.95594181990155,30.750361655348264,19.62904654505146,48.88106927417306,10,2,170,51.25414480858207
2026-09-13 08:00:00,26.889278,75.83149,27.8,78,0.0,0.0,14.1,0,78.91232155951718,154.79087374877858,21.47733217030661,41.54228987159881,40.46080649479077,4,1,29,22.241653120067067
2026-09-13 09:00:00,26.889278,75.83149,29.1,69,0.0,0.0,13.9,0,47.75350085836399,90.31522608062444,13.247636514044498,53.28588269123048,56.17984665299512,16,0,0,36.57102947957196
2026-09-13 10:00:00,26.889278,75.83149,30.1,64,0.0,0.0,14.2,0,62.62413283177776,112.75188388387498,8.602724703562473,44.4171002654258,30.39288063140048,11,3,279,8.771795225637106
2026-09-13 11:00:00,26.889278,75.83149,31.4,58,0.0,0.0,14.2,0,47.963217454187685,88.65846495763591,38.77300825946179,59.210541392349896,41.49648835018026,13,0,0,16.13989549356733
2026-09-13 12:00:00,26.889278,75.83149,31.8,56,0.0,0.0,15.0,0,58.84840914181198,113.28285147921072,30.888502841003618,46.92965930010855,42.45461715597128,11,4,128,48.26151254838769
2026-09-13 13:00:00,26.889278,75.83149,32.3,53,0.0,0.0,15.6,0,49.68532152152931,78.48269481014385,24.32587227218262,20.19793910955408,48.68507630599922,12,0,0,20.739743128920097
2026-09-13 14:00:00,26.889278,75.83149,32.3,52,0.2,0.2,16.5,51,48.68368286157136,78.62657391755909,16.964006622867025,51.27483310929048,44.32537694419232,11,0,0,24.38636802928217
2026-09-13 15:00:00,26.889278,75.83149,31.6,57,0.2,0.2,15.6,51,72.88392776549321,130.4408019639923,27.73888014233309,31.753546783240235,45.21471736736265,16,2,142,36.87582888174926
2026-09-13 16:00:00,26.889278,75.83149,31.1,59,0.0,0.0,14.9,0,50.95565506058881,88.53258717400774,36.82481129841468,40.11795844127349,29.07352621577747,18,0,0,45.42141546269809
2026-09-13 17:00:00,26.889278,75.83149,30.8,59,0.0,0.0,14.5,0,75.60565123120857,148.71330142393606,31.745559261289383,37.05821060368399,58.97774660435739,15,1,34,19.08759806248856
2026-09-13 18:00:00,26.889278,75.83149,29.9,63,0.0,0.0,12.5,0,46.12566896875079,76.81803607056895,20.63964489557992,40.81991202849871,46.45297461515345,15,0,0,5.0
2026-09-13 19:00:00,26.889278,75.83149,29.1,67,0.0,0.0,11.6,0,49.374450027321686,75.76045773039517,53.931990934198495,57.6109274071684,40.61890551072122,14,2,54,21.946651367847323
2026-09-13 20:00:00,26.889278,75.83149,28.3,71,0.0,0.0,11.6,0,68.31332553362463,112.20999654452751,33.52527114005263,53.395718612682,54.7541515367749,9,0,0,53.08442116929256
2026-09-13 21:00:00,26.889278,75.83149,27.8,75,0.0,0.0,12.3,0,25.244047238451262,40.11661954627687,18.81931410481852,27.90367862809812,37.23609390545386,10,1,48,40.14702576525311
2026-09-13 22:00:00,26.889278,75.83149,27.6,75,0.0,0.0,12.2,2,34.91374166650201,59.78571035124848,32.36404792702049,45.92030416780518,47.49654631780752,14,0,0,54.8581220568082
2026-09-13 23:00:00,26.889278,75.83149,27.9,75,0.0,0.0,11.4,2,55.215646810461,85.74702222070077,32.53087065681038,34.687505264880926,52.07535655104968,14,3,261,18.022757868009563
2026-09-14 00:00:00,26.889278,75.83149,27.5,76,0.0,0.0,11.6,3,60.72283073480946,109.97156883106616,35.22655711038677,54.56577351874032,50.49311378351412,8,1,95,10.409055985039156
2026-09-14 01:00:00,26.889278,75.83149,26.9,79,0.0,0.0,11.1,3,61.874493371824,104.80862646739118,32.255144693779684,57.84344189126226,46.80800903721018,8,0,0,41.93822828971311
2026-09-14 02:00:00,26.889278,75.83149,26.5,82,0.0,0.0,11.0,2,51.08761944070041,82.47373508338335,19.096506973358217,38.36613617156296,44.48140318159417,12,0,0,38.60034106527569
2026-09-14 03:00:00,26.889278,75.83149,26.1,85,0.0,0.0,11.0,2,37.65654338403779,73.1945551368588,32.43009042860631,52.34707447758224,38.05488890955424,11,0,0,39.58331480565887
2026-09-14 04:00:00,26.889278,75.83149,25.7,87,0.0,0.0,10.9,2,65.01328270621974,129.6488383529027,22.674104912045813,53.48133996631689,47.465869183116,10,2,110,48.99494963975852
2026-09-14 05:00:00,26.889278,75.83149,26.0,86,0.0,0.0,13.1,1,60.35612108700198,111.21503692068522,30.406460657363624,50.537220156175664,36.1357743768863,10,2,110,41.3252738586839
2026-09-14 06:00:00,26.889278,75.83149,25.6,86,0.0,0.0,12.3,1,41.30375634919615,64.16307840131067,28.93531643861147,54.32278021516144,52.55284234206723,13,1,45,41.084263897105686
2026-09-14 07:00:00,26.889278,75.83149,26.2,83,0.0,0.0,12.4,2,56.03391724012028,98.7947323614558,34.852966482126305,42.13189377546576,51.17363982936194,12,0,0,45.72510520701711
2026-09-14 08:00:00,26.889278,75.83149,27.1,80,0.0,0.0,13.0,3,76.85496992398087,142.1746058519544,31.25484043576283,47.08427929308506,45.26340588067063,11,1,46,42.53624948280541
2026-09-14 09:00:00,26.889278,75.83149,28.4,73,0.0,0.0,15.2,3,56.486117365839085,97.94423488898278,26.699641465692466,43.15820758019542,31.744753807253147,17,0,0,47.86168897576108
2026-09-14 10:00:00,26.889278,75.83149,29.6,67,0.1,0.1,16.2,51,39.763329974241145,62.99708506020119,51.10114651981348,44.425149347716655,49.20182901965082,8,1,39,51.12781237167873
2026-09-14 11:00:00,26.889278,75.83149,31.1,60,0.5,0.5,16.4,53,45.803465818321015,76.65108223742627,26.677931570543088,43.51609945508654,47.156618271409,19,4,120,62.97533201861373
2026-09-14 12:00:00,26.889278,75.83149,29.7,66,1.1,1.1,18.8,55,41.7073716317133,81.22779790293589,26.45693137896193,22.54705498038356,32.11036515357108,18,2,186,36.26213012644481
2026-09-14 13:00:00,26.889278,75.83149,30.4,64,0.3,0.3,13.9,51,56.72529741443372,86.25111120246164,33.20151594278225,41.64793203655793,40.79740331847712,15,4,228,45.20843161116121
2026-09-14 14:00:00,26.889278,75.83149,31.0,64,0.0,0.0,14.1,0,65.96445463114388,100.6509703508844,33.46235042155959,53.971504351519066,46.2421483085168,9,0,0,29.44514947104055
2026-09-14 15:00:00,26.889278,75.83149,31.3,63,0.0,0.0,13.3,3,43.59782662254899,80.60351720249825,37.55283547252251,30.22592957650696,50.13249184529303,12,1,91,22.496615190811
2026-09-14 16:00:00,26.889278,75.83149,29.0,72,0.3,0.3,14.1,51,44.6425653958239,85.46800087831933,17.590425490026373,38.01147581803205,41.11442950013768,15,0,0,27.65689518379451
2026-09-14 17:00:00,26.889278,75.83149,29.9,69,0.3,0.3,10.7,51,64.96855409040069,117.49686197623072,24.886622250840546,13.035037498016033,37.913606395524766,8,0,0,45.42433276342288
2026-09-14 18:00:00,26.889278,75.83149,28.9,71,0.1,0.1,9.7,51,63.16901883107244,123.21229881443575,38.53464545553528,45.81477484470648,41.08612624739723,14,2,130,42.27378832179001
2026-09-14 19:00:00,26.889278,75.83149,28.1,77,0.2,0.2,7.0,51,69.8741096642749,122.75997167518862,31.70305494756391,43.09418665838224,37.37086841773748,19,1,31,43.00618043857655
2026-09-14 20:00:00,26.889278,75.83149,27.7,79,0.0,0.0,5.8,2,37.16743036331377,67.83487856406578,31.846476007753854,50.84423176468805,57.546179876477055,10,2,64,31.614295286460003
2026-09-14 21:00:00,26.889278,75.83149,27.3,81,0.0,0.0,7.1,1,43.30162395957704,74.29342196877661,17.786146041921697,57.07671631109415,57.98032424151011,14,2,162,35.051221267676155
