timestamp,latitude,longitude,outage_count,affected_customers,outage_duration_min
2026-09-11T03:00,26.889278,75.83149,2,182,39.245483080928246
2026-09-11T04:00,26.889278,75.83149,2,60,14.758046428617149
2026-09-11T05:00,26.889278,75.83149,1,33,43.78255191287869
2026-09-11T06:00,26.889278,75.83149,0,0,45.700993853081684
2026-09-11T07:00,26.889278,75.83149,0,0,35.70525819685618
2026-09-11T08:00,26.889278,75.83149,1,54,53.347564258871856
2026-09-11T09:00,26.889278,75.83149,2,112,24.748523148048157
2026-09-11T10:00,26.889278,75.83149,1,24,27.352136337500376
2026-09-11T11:00,26.889278,75.83149,0,0,5.0
2026-09-11T12:00,26.889278,75.83149,0,0,48.79741265221495
2026-09-11T13:00,26.889278,75.83149,0,0,39.707929452052014
2026-09-11T14:00,26.889278,75.83149,0,0,9.772695123001565
2026-09-11T15:00,26.889278,75.83149,4,244,9.621015000087791
2026-09-11T16:00,26.889278,75.83149,0,0,22.910540589434838
2026-09-11T17:00,26.889278,75.83149,3,177,46.904869129705304
2026-09-11T18:00,26.889278,75.83149,0,0,30.49459267867057
2026-09-11T19:00,26.889278,75.83149,0,0,22.928196250095127
2026-09-11T20:00,26.889278,75.83149,0,0,19.90826160374756
2026-09-11T21:00,26.889278,75.83149,1,51,19.236320632577197
2026-09-11T22:00,26.889278,75.83149,1,70,5.994825483386595
2026-09-11T23:00,26.889278,75.83149,1,57,16.889062525304382
2026-09-12T00:00,26.889278,75.83149,0,0,18.94132880484249
2026-09-12T01:00,26.889278,75.83149,0,0,45.239348546857194
2026-09-12T02:00,26.889278,75.83149,0,0,32.514154202800775
2026-09-12T03:00,26.889278,75.83149,1,44,23.616227354738086
2026-09-12T04:00,26.889278,75.83149,1,36,70.64584133109281
2026-09-12T05:00,26.889278,75.83149,0,0,25.041546296800014
2026-09-12T06:00,26.889278,75.83149,3,291,58.50654371575454
2026-09-12T07:00,26.889278,75.83149,1,72,62.316628366815735
2026-09-12T08:00,26.889278,75.83149,0,0,13.450594935139854
2026-09-12T09:00,26.889278,75.83149,0,0,38.10944446110352
2026-09-12T10:00,26.889278,75.83149,1,70,28.23699523637664
2026-09-12T11:00,26.889278,75.83149,0,0,30.016134051609964
2026-09-12T12:00,26.889278,75.83149,0,0,46.33065225210362
2026-09-12T13:00,26.889278,75.83149,1,86,26.656942553650744
2026-09-12T14:00,26.889278,75.83149,0,0,30.56046430510294
2026-09-12T15:00,26.889278,75.83149,2,140,33.4782765656206
2026-09-12T16:00,26.889278,75.83149,2,182,31.39901097435146
2026-09-12T17:00,26.889278,75.83149,1,61,17.396446894818123
2026-09-12T18:00,26.889278,75.83149,2,166,46.93859757271211
2026-09-12T19:00,26.889278,75.83149,0,0,50.727964077614004
2026-09-12T20:00,26.889278,75.83149,1,48,40.15427884302826
2026-09-12T21:00,26.889278,75.83149,0,0,29.35171023466601
2026-09-12T22:00,26.889278,75.83149,0,0,24.421838955053282
2026-09-12T23:00,26.889278,75.83149,2,110,24.445699056103308
2026-09-13T00:00,26.889278,75.83149,1,48,70.36064547549063
2026-09-13T01:00,26.889278,75.83149,1,57,49.06757452349966
2026-09-13T02:00,26.889278,75.83149,1,76,22.398348821249925
2026-09-13T03:00,26.889278,75.83149,1,46,37.47046741155711
2026-09-13T04:00,26.889278,75.83149,0,0,29.561974623509563
2026-09-13T05:00,26.889278,75.83149,0,0,43.75700564234436
2026-09-13T06:00,26.889278,75.83149,2,174,43.152486541840126
2026-09-13T07:00,26.889278,75.83149,2,170,51.25414480858207
2026-09-13T08:00,26.889278,75.83149,1,29,22.241653120067067
2026-09-13T09:00,26.889278,75.83149,0,0,36.571029479571955
2026-09-13T10:00,26.889278,75.83149,3,279,8.771795225637106
2026-09-13T11:00,26.889278,75.83149,0,0,16.13989549356733
2026-09-13T12:00,26.889278,75.83149,4,128,48.26151254838769
2026-09-13T13:00,26.889278,75.83149,0,0,20.739743128920097
2026-09-13T14:00,26.889278,75.83149,0,0,24.386368029282174
2026-09-13T15:00,26.889278,75.83149,2,142,36.87582888174926
2026-09-13T16:00,26.889278,75.83149,0,0,45.42141546269809
2026-09-13T17:00,26.889278,75.83149,1,34,19.087598062488556
2026-09-13T18:00,26.889278,75.83149,0,0,5.0
2026-09-13T19:00,26.889278,75.83149,2,54,21.946651367847323
2026-09-13T20:00,26.889278,75.83149,0,0,53.084421169292554
2026-09-13T21:00,26.889278,75.83149,1,48,40.147025765253105
2026-09-13T22:00,26.889278,75.83149,0,0,54.8581220568082
2026-09-13T23:00,26.889278,75.83149,3,261,18.022757868009563
2026-09-14T00:00,26.889278,75.83149,1,95,10.409055985039156
2026-09-14T01:00,26.889278,75.83149,0,0,41.93822828971311
2026-09-14T02:00,26.889278,75.83149,0,0,38.60034106527569
2026-09-14T03:00,26.889278,75.83149,0,0,39.58331480565887
2026-09-14T04:00,26.889278,75.83149,2,110,48.99494963975852
2026-09-14T05:00,26.889278,75.83149,2,110,41.3252738586839
2026-09-14T06:00,26.889278,75.83149,1,45,41.084263897105686
2026-09-14T07:00,26.889278,75.83149,0,0,45.72510520701711
2026-09-14T08:00,26.889278,75.83149,1,46,42.53624948280541
2026-09-14T09:00,26.889278,75.83149,0,0,47.86168897576108
2026-09-14T10:00,26.889278,75.83149,1,39,51.12781237167873
2026-09-14T11:00,26.889278,75.83149,4,120,62.97533201861373
2026-09-14T12:00,26.889278,75.83149,2,186,36.26213012644481
2026-09-14T13:00,26.889278,75.83149,4,228,45.20843161116121
2026-09-14T14:00,26.889278,75.83149,0,0,29.44514947104055
2026-09-14T15:00,26.889278,75.83149,1,91,22.496615190811
2026-09-14T16:00,26.889278,75.83149,0,0,27.65689518379451
2026-09-14T17:00,26.889278,75.83149,0,0,45.42433276342288
2026-09-14T18:00,26.889278,75.83149,2,130,42.27378832179001
2026-09-14T19:00,26.889278,75.83149,1,31,43.00618043857655
2026-09-14T20:00,26.889278,75.83149,2,64,31.614295286460003
2026-09-14T21:00,26.889278,75.83149,2,162,35.051221267676155
2026-09-14T22:00,26.889278,75.83149,2,158,47.26629043814074
2026-09-14T23:00,26.889278,75.83149,0,0,12.659104105260408
2026-09-15T00:00,26.889278,75.83149,4,380,35.369631476428765
2026-09-15T01:00,26.889278,75.83149,2,174,36.34934222190185
2026-09-15T02:00,26.889278,75.83149,3,72,47.29956403616474
2026-09-15T03:00,26.889278,75.83149,1,56,14.746273820857624
2026-09-15T04:00,26.889278,75.83149,1,91,57.427006182761176
2026-09-15T05:00,26.889278,75.83149,1,50,38.20445636642765
2026-09-15T06:00,26.889278,75.83149,0,0,38.99870820042405
2026-09-15T07:00,26.889278,75.83149,1,70,28.979303640016603
2026-09-15T08:00,26.889278,75.83149,0,0,43.070335321952655
2026-09-15T09:00,26.889278,75.83149,1,97,35.719310754246585
2026-09-15T10:00,26.889278,75.83149,0,0,56.13472916159699
2026-09-15T11:00,26.889278,75.83149,2,120,14.377586279045772
2026-09-15T12:00,26.889278,75.83149,1,30,40.63318744835762
2026-09-15T13:00,26.889278,75.83149,0,0,43.127685225661395
2026-09-15T14:00,26.889278,75.83149,1,20,33.204414084553626
2026-09-15T15:00,26.889278,75.83149,3,195,28.930012650394307
2026-09-15T16:00,26.889278,75.83149,0,0,29.55564081546939
2026-09-15T17:00,26.889278,75.83149,1,55,38.61958904051742
2026-09-15T18:00,26.889278,75.83149,1,73,10.850616485289411
2026-09-15T19:00,26.889278,75.83149,0,0,49.475224415948446
2026-09-15T20:00,26.889278,75.83149,3,60,27.79802198456224
2026-09-15T21:00,26.889278,75.83149,0,0,36.91704046050174
2026-09-15T22:00,26.889278,75.83149,0,0,40.50653400182101
2026-09-15T23:00,26.889278,75.83149,0,0,27.112919190305647
2026-09-16T00:00,26.889278,75.83149,2,118,33.03442389501506
2026-09-16T01:00,26.889278,75.83149,0,0,5.0
2026-09-16T02:00,26.889278,75.83149,3,120,45.98185410999608
2026-09-16T03:00,26.889278,75.83149,1,66,51.20103500483247
2026-09-16T04:00,26.889278,75.83149,0,0,9.485096720918698
2026-09-16T05:00,26.889278,75.83149,1,72,28.902606849556072
2026-09-16T06:00,26.889278,75.83149,0,0,16.55195932638778
2026-09-16T07:00,26.889278,75.83149,0,0,32.33389517768891
2026-09-16T08:00,26.889278,75.83149,0,0,44.72954502081441
2026-09-16T09:00,26.889278,75.83149,2,152,49.80963348884938
2026-09-16T10:00,26.889278,75.83149,0,0,51.82779784140273
2026-09-16T11:00,26.889278,75.83149,1,60,55.65815737038319
2026-09-16T12:00,26.889278,75.83149,0,0,33.66380832316651
2026-09-16T13:00,26.889278,75.83149,1,82,18.795620568998412
2026-09-16T14:00,26.889278,75.83149,2,88,33.28114549538047
2026-09-16T15:00,26.889278,75.83149,1,94,44.49901253455364
2026-09-16T16:00,26.889278,75.83149,2,114,16.59110328618714
2026-09-16T17:00,26.889278,75.83149,0,0,61.90205430172363
2026-09-16T18:00,26.889278,75.83149,0,0,50.468328081405126
2026-09-16T19:00,26.889278,75.83149,1,53,32.90149247353007
2026-09-16T20:00,26.889278,75.83149,2,72,24.33692104383138
2026-09-16T21:00,26.889278,75.83149,1,62,24.963183783310356
2026-09-16T22:00,26.889278,75.83149,1,78,36.11309320700233
2026-09-16T23:00,26.889278,75.83149,1,70,31.558960959044715
2026-09-17T00:00,26.889278,75.83149,2,146,49.25754132923937
2026-09-17T01:00,26.889278,75.83149,0,0,29.855362575460564
2026-09-17T02:00,26.889278,75.83149,0,0,42.582527159172365
2026-09-17T03:00,26.889278,75.83149,0,0,34.56612673737695
2026-09-17T04:00,26.889278,75.83149,0,0,39.045040360956065
2026-09-17T05:00,26.889278,75.83149,1,89,31.54915346605426
2026-09-17T06:00,26.889278,75.83149,0,0,45.61573311874431
2026-09-17T07:00,26.889278,75.83149,1,68,45.838101204351155
2026-09-17T08:00,26.889278,75.83149,1,48,41.898935387332166
2026-09-17T09:00,26.889278,75.83149,0,0,44.11271490724256
2026-09-17T10:00,26.889278,75.83149,3,123,20.83446833685421
2026-09-17T11:00,26.889278,75.83149,1,45,39.84868644363469
2026-09-17T12:00,26.889278,75.83149,0,0,53.738026512313
2026-09-17T13:00,26.889278,75.83149,3,204,43.37106850529246
2026-09-17T14:00,26.889278,75.83149,1,90,19.53923745797715
2026-09-17T15:00,26.889278,75.83149,5,340,63.25350235526373
2026-09-17T16:00,26.889278,75.83149,5,195,58.62466907509563
2026-09-17T17:00,26.889278,75.83149,5,410,42.63900724652537
2026-09-17T18:00,26.889278,75.83149,5,400,24.62593204914971
2026-09-17T19:00,26.889278,75.83149,3,204,42.258531973452094
2026-09-17T20:00,26.889278,75.83149,3,270,41.88751388048446
2026-09-17T21:00,26.889278,75.83149,1,20,34.785664529150466
2026-09-17T22:00,26.889278,75.83149,0,0,11.128930287555676
2026-09-17T23:00,26.889278,75.83149,3,210,43.47051593804234
2026-09-18T00:00,26.889278,75.83149,1,75,25.480924470599646
2026-09-18T01:00,26.889278,75.83149,0,0,49.93628355022034
2026-09-18T02:00,26.889278,75.83149,3,153,30.846517403054328
2026-09-18T03:00,26.889278,75.83149,0,0,34.61916430423269
2026-09-18T04:00,26.889278,75.83149,1,48,32.40447681954623
2026-09-18T05:00,26.889278,75.83149,1,68,24.67760464849591
2026-09-18T06:00,26.889278,75.83149,1,64,72.0841919340899
2026-09-18T07:00,26.889278,75.83149,0,0,27.56200732989073
2026-09-18T08:00,26.889278,75.83149,0,0,50.3528228369849
2026-09-18T09:00,26.889278,75.83149,2,118,18.595565809049074
2026-09-18T10:00,26.889278,75.83149,0,0,40.58197086639741
2026-09-18T11:00,26.889278,75.83149,1,37,42.18308245897754
2026-09-18T12:00,26.889278,75.83149,2,40,35.637345343528054
2026-09-18T13:00,26.889278,75.83149,0,0,27.4349292054064
2026-09-18T14:00,26.889278,75.83149,2,132,31.05017146079054
2026-09-18T15:00,26.889278,75.83149,4,340,28.950657470403193
2026-09-18T16:00,26.889278,75.83149,0,0,71.03039422753184
2026-09-18T17:00,26.889278,75.83149,2,140,34.660953658327706
2026-09-18T18:00,26.889278,75.83149,1,82,42.87333167995926
2026-09-18T19:00,26.889278,75.83149,1,23,61.7243763563805
2026-09-18T20:00,26.889278,75.83149,1,20,21.855219980387282
2026-09-18T21:00,26.889278,75.83149,0,0,35.56490349751907
2026-09-18T22:00,26.889278,75.83149,0,0,30.962208024779166
2026-09-18T23:00,26.889278,75.83149,2,148,33.70792331774954
2026-09-19T00:00,26.889278,75.83149,1,22,32.31482049323772
2026-09-19T01:00,26.889278,75.83149,0,0,24.021843715546744
2026-09-19T02:00,26.889278,75.83149,1,29,37.93115427494949
2026-09-19T03:00,26.889278,75.83149,1,93,19.060508338758478
2026-09-19T04:00,26.889278,75.83149,1,53,49.83324105963527
2026-09-19T05:00,26.889278,75.83149,3,222,44.34964709981906
2026-09-19T06:00,26.889278,75.83149,2,102,27.598057754539763
2026-09-19T07:00,26.889278,75.83149,2,138,28.325250179392107
2026-09-19T08:00,26.889278,75.83149,1,26,39.132658435223796
2026-09-19T09:00,26.889278,75.83149,1,27,23.021820265907262
2026-09-19T10:00,26.889278,75.83149,0,0,62.17970186202307
2026-09-19T11:00,26.889278,75.83149,3,228,40.36888593037653
2026-09-19T12:00,26.889278,75.83149,0,0,40.898947270755166
2026-09-19T13:00,26.889278,75.83149,0,0,45.22167620535929
2026-09-19T14:00,26.889278,75.83149,1,91,26.308050888948948
2026-09-19T15:00,26.889278,75.83149,1,73,51.335149726771604
2026-09-19T16:00,26.889278,75.83149,3,258,37.71800049323196
2026-09-19T17:00,26.889278,75.83149,0,0,49.25218206498248
2026-09-19T18:00,26.889278,75.83149,2,54,32.03070310147504
2026-09-19T19:00,26.889278,75.83149,4,212,54.75917340096778
2026-09-19T20:00,26.889278,75.83149,2,108,41.02015440537185
2026-09-19T21:00,26.889278,75.83149,0,0,67.73760536265631
2026-09-19T22:00,26.889278,75.83149,0,0,29.45717574766655
2026-09-19T23:00,26.889278,75.83149,1,65,38.06824094136118
2026-09-20T00:00,26.889278,75.83149,1,35,19.526356296947633
2026-09-20T01:00,26.889278,75.83149,1,87,27.060526436806704
2026-09-20T02:00,26.889278,75.83149,3,168,44.28029821771858
2026-09-20T03:00,26.889278,75.83149,1,73,51.93986656309251
2026-09-20T04:00,26.889278,75.83149,0,0,79.47515527581083
2026-09-20T05:00,26.889278,75.83149,5,370,33.55056640065169
2026-09-20T06:00,26.889278,75.83149,2,134,21.001798885316035
2026-09-20T07:00,26.889278,75.83149,1,26,46.29988640565862
2026-09-20T08:00,26.889278,75.83149,2,186,18.08259169248041
2026-09-20T09:00,26.889278,75.83149,2,52,43.46416082040105
2026-09-20T10:00,26.889278,75.83149,0,0,27.466164257088142
2026-09-20T11:00,26.889278,75.83149,1,42,38.1739245557059
2026-09-20T12:00,26.889278,75.83149,2,76,52.36569153247001
2026-09-20T13:00,26.889278,75.83149,1,38,33.33899856378956
2026-09-20T14:00,26.889278,75.83149,2,110,53.99318626492932
2026-09-20T15:00,26.889278,75.83149,1,48,53.09737822928723
2026-09-20T16:00,26.889278,75.83149,0,0,7.03502707536358
2026-09-20T17:00,26.889278,75.83149,2,42,21.475988809466415
2026-09-20T18:00,26.889278,75.83149,0,0,11.572897079067925
2026-09-20T19:00,26.889278,75.83149,0,0,65.02605653795203
2026-09-20T20:00,26.889278,75.83149,0,0,33.4191211184401
2026-09-20T21:00,26.889278,75.83149,0,0,61.71243819449964
2026-09-20T22:00,26.889278,75.83149,1,30,10.505715791870248
2026-09-20T23:00,26.889278,75.83149,2,42,26.40847363177211
2026-09-21T00:00,26.889278,75.83149,2,172,47.007473626489585
2026-09-21T01:00,26.889278,75.83149,3,93,37.68911906640026
2026-09-21T02:00,26.889278,75.83149,2,78,42.99289839220188
2026-09-21T03:00,26.889278,75.83149,2,48,16.192876493101146
2026-09-21T04:00,26.889278,75.83149,0,0,55.65205239318394
2026-09-21T05:00,26.889278,75.83149,1,57,46.65524143635933
2026-09-21T06:00,26.889278,75.83149,0,0,41.0243825823721
2026-09-21T07:00,26.889278,75.83149,0,0,24.715845783772885
2026-09-21T08:00,26.889278,75.83149,0,0,39.85700191408918
2026-09-21T09:00,26.889278,75.83149,0,0,30.627650315097647
2026-09-21T10:00,26.889278,75.83149,0,0,10.242631849433572
2026-09-21T11:00,26.889278,75.83149,1,49,34.24365722417768
2026-09-21T12:00,26.889278,75.83149,0,0,33.64904402666211
2026-09-21T13:00,26.889278,75.83149,2,66,51.9360226481268
2026-09-21T14:00,26.889278,75.83149,0,0,5.0
2026-09-21T15:00,26.889278,75.83149,0,0,40.52799743282051
2026-09-21T16:00,26.889278,75.83149,0,0,20.66647927841424
2026-09-21T17:00,26.889278,75.83149,0,0,39.788350132933196
2026-09-21T18:00,26.889278,75.83149,0,0,40.61420083365959
2026-09-21T19:00,26.889278,75.83149,0,0,33.697328343047126
2026-09-21T20:00,26.889278,75.83149,0,0,47.109396872166265
2026-09-21T21:00,26.889278,75.83149,0,0,16.313509113504516
2026-09-21T22:00,26.889278,75.83149,1,77,51.6158067542255
2026-09-21T23:00,26.889278,75.83149,0,0,24.37881700708788
2026-09-22T00:00,26.889278,75.83149,1,56,11.661520242651566
2026-09-22T01:00,26.889278,75.83149,0,0,30.914060442502866
2026-09-22T02:00,26.889278,75.83149,2,178,5.0
2026-09-22T03:00,26.889278,75.83149,2,74,38.81260838369303
2026-09-22T04:00,26.889278,75.83149,0,0,31.111243361296616
2026-09-22T05:00,26.889278,75.83149,2,120,53.505303820640535
2026-09-22T06:00,26.889278,75.83149,0,0,44.73386315760493
2026-09-22T07:00,26.889278,75.83149,1,53,14.120054942179848
2026-09-22T08:00,26.889278,75.83149,1,36,22.42418763323172
2026-09-22T09:00,26.889278,75.83149,1,56,42.80996630801314
2026-09-22T10:00,26.889278,75.83149,0,0,47.70618514977552
2026-09-22T11:00,26.889278,75.83149,0,0,53.3375137233032
2026-09-22T12:00,26.889278,75.83149,2,92,53.217639279580226
2026-09-22T13:00,26.889278,75.83149,1,76,33.657160846281414
2026-09-22T14:00,26.889278,75.83149,1,50,41.439834333767536
2026-09-22T15:00,26.889278,75.83149,0,0,55.481077559156944
2026-09-22T16:00,26.889278,75.83149,0,0,30.450373070960772
2026-09-22T17:00,26.889278,75.83149,1,31,40.69589280410185
2026-09-22T18:00,26.889278,75.83149,0,0,30.096788304805226
2026-09-22T19:00,26.889278,75.83149,0,0,26.735778283018593
2026-09-22T20:00,26.889278,75.83149,0,0,35.72577677428705
2026-09-22T21:00,26.889278,75.83149,0,0,24.68684822990613
2026-09-22T22:00,26.889278,75.83149,2,72,33.036260408453764
2026-09-22T23:00,26.889278,75.83149,2,90,19.47567703201801
2026-09-23T00:00,26.889278,75.83149,1,81,32.15008419226431
2026-09-23T01:00,26.889278,75.83149,1,65,41.72585440423792
2026-09-23T02:00,26.889278,75.83149,0,0,26.168546956898062
2026-09-23T03:00,26.889278,75.83149,0,0,35.13937628796369
2026-09-23T04:00,26.889278,75.83149,0,0,37.09013890431896
2026-09-23T05:00,26.889278,75.83149,2,168,41.78802337732002
2026-09-23T06:00,26.889278,75.83149,2,140,32.99630238042176
2026-09-23T07:00,26.889278,75.83149,0,0,51.28799512801709
2026-09-23T08:00,26.889278,75.83149,0,0,5.0
2026-09-23T09:00,26.889278,75.83149,0,0,79.0662927075166
2026-09-23T10:00,26.889278,75.83149,0,0,21.93299353943725
2026-09-23T11:00,26.889278,75.83149,0,0,41.050850350311165
2026-09-23T12:00,26.889278,75.83149,0,0,20.92298134691227
2026-09-23T13:00,26.889278,75.83149,0,0,44.664022392639524
2026-09-23T14:00,26.889278,75.83149,1,30,39.14853728892392
2026-09-23T15:00,26.889278,75.83149,1,55,25.239296939823657
2026-09-23T16:00,26.889278,75.83149,1,78,51.09631018115469
2026-09-23T17:00,26.889278,75.83149,2,116,32.54058680597118
2026-09-23T18:00,26.889278,75.83149,1,73,43.20823907085506
2026-09-23T19:00,26.889278,75.83149,0,0,21.24260292205946
2026-09-23T20:00,26.889278,75.83149,2,86,34.5366854664263
2026-09-23T21:00,26.889278,75.83149,1,41,65.05110900773157
2026-09-23T22:00,26.889278,75.83149,1,88,49.44448293671195
2026-09-23T23:00,26.889278,75.83149,0,0,39.61431133176578
